6.5,2.5,0.00,500,pure
6.5,2.7,0.01,525,pure
6.5,2.9,0.05,550,pure
6.5,3.0,0.10,575,pure
6.5,3.2,0.15,600,pure
6.5,3.3,0.20,650,pure
6.5,3.4,0.25,700,pure
6.5,3.6,0.30,750,pure
6.5,3.8,0.34,775,pure
6.5,4.0,0.42,800,pure
6.5,4.2,0.50,850,pure
6.5,4.4,0.56,900,pure
6.5,4.6,0.69,950,pure
6.5,5.0,0.75,1000,pure
6.7,2.5,0.00,500,pure
6.7,2.7,0.01,525,pure
6.7,2.9,0.05,550,pure
6.7,3.0,0.10,575,pure
6.7,3.2,0.15,600,pure
6.7,3.3,0.20,650,pure
6.7,3.4,0.25,700,pure
6.7,3.6,0.30,750,pure
6.7,3.8,0.34,775,pure
6.7,4.0,0.42,800,pure
6.7,4.2,0.50,850,pure
6.7,4.4,0.56,900,pure
6.7,4.6,0.69,950,pure
6.7,5.0,0.75,1000,pure
7.1,2.5,0.00,500,pure
7.1,2.7,0.01,525,pure
7.1,2.9,0.05,550,pure
7.1,3.0,0.10,575,pure
7.1,3.2,0.15,600,pure
7.1,3.3,0.20,650,pure
7.1,3.4,0.25,700,pure
7.1,3.6,0.30,750,pure
7.1,3.8,0.34,775,pure
7.1,4.0,0.42,800,pure
7.1,4.2,0.50,850,pure
7.1,4.4,0.56,900,pure
7.1,4.6,0.69,950,pure
7.1,5.0,0.75,1000,pure
7.5,2.5,0.00,500,pure
7.5,2.7,0.01,525,pure
7.5,2.9,0.05,550,pure
7.5,3.0,0.10,575,pure
7.5,3.2,0.15,600,pure
7.5,3.3,0.20,650,pure
7.5,3.4,0.25,700,pure
7.5,3.6,0.30,750,pure
7.5,3.8,0.34,775,pure
7.5,4.0,0.42,800,pure
7.5,4.2,0.50,850,pure
7.5,4.4,0.56,900,pure
7.5,4.6,0.69,950,pure
7.5,5.0,0.75,1000,pure
8.0,2.5,0.00,500,pure
8.0,2.7,0.01,525,pure
8.0,2.9,0.05,550,pure
8.0,3.0,0.10,575,pure
8.0,3.2,0.15,600,pure
8.0,3.3,0.20,650,pure
8.0,3.4,0.25,700,pure
8.0,3.6,0.30,750,pure
8.0,3.8,0.34,775,pure
8.0,4.0,0.42,800,pure
8.0,4.2,0.50,850,pure
8.0,4.4,0.56,900,pure
8.0,4.6,0.69,950,pure
8.0,5.0,0.75,1000,pure
8.4,2.5,0.00,500,pure
8.4,2.7,0.01,525,pure
8.4,2.9,0.05,550,pure
8.4,3.0,0.10,575,pure
8.4,3.2,0.15,600,pure
8.4,3.3,0.20,650,pure
8.4,3.4,0.25,700,pure
8.4,3.6,0.30,750,pure
8.4,3.8,0.34,775,pure
8.4,4.0,0.42,800,pure
8.4,4.2,0.50,850,pure
8.4,4.4,0.56,900,pure
8.4,4.6,0.69,950,pure
8.4,5.0,0.75,1000,pure
6.5,2.5,0.00,500,pure
6.6,2.5,0.01,525,pure
6.7,2.5,0.05,550,pure
6.9,2.5,0.10,575,pure
7.1,2.5,0.15,600,pure
7.3,2.5,0.20,650,pure
7.5,2.5,0.25,700,pure
7.7,2.5,0.30,750,pure
7.9,2.5,0.34,775,pure
8.0,2.5,0.42,800,pure
8.1,2.5,0.50,850,pure
8.2,2.5,0.56,900,pure
8.3,2.5,0.69,950,pure
8.4,2.5,0.75,1000,pure
6.5,2.7,0.00,500,pure
6.6,2.7,0.01,525,pure
6.7,2.7,0.05,550,pure
6.9,2.7,0.10,575,pure
7.1,2.7,0.15,600,pure
7.3,2.7,0.20,650,pure
7.5,2.7,0.25,700,pure
7.7,2.7,0.30,750,pure
7.9,2.7,0.34,775,pure
8.0,2.7,0.42,800,pure
8.1,2.7,0.50,850,pure
8.2,2.7,0.56,900,pure
8.3,2.7,0.69,950,pure
8.4,2.7,0.75,1000,pure
6.5,3.0,0.00,500,pure
6.6,3.0,0.01,525,pure
6.7,3.0,0.05,550,pure
6.9,3.0,0.10,575,pure
7.1,3.0,0.15,600,pure
7.3,3.0,0.20,650,pure
7.5,3.0,0.25,700,pure
7.7,3.0,0.30,750,pure
7.9,3.0,0.34,775,pure
8.0,3.0,0.42,800,pure
8.1,3.0,0.50,850,pure
8.2,3.0,0.56,900,pure
8.3,3.0,0.69,950,pure
8.4,3.0,0.75,1000,pure
6.5,3.4,0.00,500,pure
6.6,3.4,0.01,525,pure
6.7,3.4,0.05,550,pure
6.9,3.4,0.10,575,pure
7.1,3.4,0.15,600,pure
7.3,3.4,0.20,650,pure
7.5,3.4,0.25,700,pure
7.7,3.4,0.30,750,pure
7.9,3.4,0.34,775,pure
8.0,3.4,0.42,800,pure
8.1,3.4,0.50,850,pure
8.2,3.4,0.56,900,pure
8.3,3.4,0.69,950,pure
8.4,3.4,0.75,1000,pure
6.5,3.8,0.00,500,pure
6.6,3.8,0.01,525,pure
6.7,3.8,0.05,550,pure
6.9,3.8,0.10,575,pure
7.1,3.8,0.15,600,pure
7.3,3.8,0.20,650,pure
7.5,3.8,0.25,700,pure
7.7,3.8,0.30,750,pure
7.9,3.8,0.34,775,pure
8.0,3.8,0.42,800,pure
8.1,3.8,0.50,850,pure
8.2,3.8,0.56,900,pure
8.3,3.8,0.69,950,pure
8.4,3.8,0.75,1000,pure
6.5,4.2,0.00,500,pure
6.6,4.2,0.01,525,pure
6.7,4.2,0.05,550,pure
6.9,4.2,0.10,575,pure
7.1,4.2,0.15,600,pure
7.3,4.2,0.20,650,pure
7.5,4.2,0.25,700,pure
7.7,4.2,0.30,750,pure
7.9,4.2,0.34,775,pure
8.0,4.2,0.42,800,pure
8.1,4.2,0.50,850,pure
8.2,4.2,0.56,900,pure
8.3,4.2,0.69,950,pure
8.4,4.2,0.75,1000,pure
6.5,4.6,0.00,500,pure
6.6,4.6,0.01,525,pure
6.7,4.6,0.05,550,pure
6.9,4.6,0.10,575,pure
7.1,4.6,0.15,600,pure
7.3,4.6,0.20,650,pure
7.5,4.6,0.25,700,pure
7.7,4.6,0.30,750,pure
7.9,4.6,0.34,775,pure
8.0,4.6,0.42,800,pure
8.1,4.6,0.50,850,pure
8.2,4.6,0.56,900,pure
8.3,4.6,0.69,950,pure
8.4,4.6,0.75,1000,pure
6.5,5.0,0.00,500,pure
6.6,5.0,0.01,525,pure
6.7,5.0,0.05,550,pure
6.9,5.0,0.10,575,pure
7.1,5.0,0.15,600,pure
7.3,5.0,0.20,650,pure
7.5,5.0,0.25,700,pure
7.7,5.0,0.30,750,pure
7.9,5.0,0.34,775,pure
8.0,5.0,0.42,800,pure
8.1,5.0,0.50,850,pure
8.2,5.0,0.56,900,pure
8.3,5.0,0.69,950,pure
8.4,5.0,0.75,1000,pure
6.5,2.5,0.01,500,pure
6.6,2.7,0.01,525,pure
6.7,2.9,0.01,550,pure
6.9,3.0,0.01,575,pure
7.1,3.2,0.01,600,pure
7.3,3.3,0.01,650,pure
7.5,3.4,0.01,700,pure
7.7,3.6,0.01,750,pure
7.9,3.8,0.01,775,pure
8.0,4.0,0.01,800,pure
8.1,4.2,0.01,850,pure
8.2,4.4,0.01,900,pure
8.3,4.6,0.01,950,pure
8.4,5.0,0.01,1000,pure
6.5,2.5,0.05,500,pure
6.6,2.7,0.05,525,pure
6.7,2.9,0.05,550,pure
6.9,3.0,0.05,575,pure
7.1,3.2,0.05,600,pure
7.3,3.3,0.05,650,pure
7.5,3.4,0.05,700,pure
7.7,3.6,0.05,750,pure
7.9,3.8,0.05,775,pure
8.0,4.0,0.05,800,pure
8.1,4.2,0.05,850,pure
8.2,4.4,0.05,900,pure
8.3,4.6,0.05,950,pure
8.4,5.0,0.05,1000,pure
6.5,2.5,0.10,500,pure
6.6,2.7,0.10,525,pure
6.7,2.9,0.10,550,pure
6.9,3.0,0.10,575,pure
7.1,3.2,0.10,600,pure
7.3,3.3,0.10,650,pure
7.5,3.4,0.10,700,pure
7.7,3.6,0.10,750,pure
7.9,3.8,0.10,775,pure
8.0,4.0,0.10,800,pure
8.1,4.2,0.10,850,pure
8.2,4.4,0.10,900,pure
8.3,4.6,0.10,950,pure
8.4,5.0,0.10,1000,pure
6.5,2.5,0.15,500,pure
6.6,2.7,0.15,525,pure
6.7,2.9,0.15,550,pure
6.9,3.0,0.15,575,pure
7.1,3.2,0.15,600,pure
7.3,3.3,0.15,650,pure
7.5,3.4,0.15,700,pure
7.7,3.6,0.15,750,pure
7.9,3.8,0.15,775,pure
8.0,4.0,0.15,800,pure
8.1,4.2,0.15,850,pure
8.2,4.4,0.15,900,pure
8.3,4.6,0.15,950,pure
8.4,5.0,0.15,1000,pure
6.5,2.5,0.20,500,pure
6.6,2.7,0.20,525,pure
6.7,2.9,0.20,550,pure
6.9,3.0,0.20,575,pure
7.1,3.2,0.20,600,pure
7.3,3.3,0.20,650,pure
7.5,3.4,0.20,700,pure
7.7,3.6,0.20,750,pure
7.9,3.8,0.20,775,pure
8.0,4.0,0.20,800,pure
8.1,4.2,0.20,850,pure
8.2,4.4,0.20,900,pure
8.3,4.6,0.20,950,pure
8.4,5.0,0.20,1000,pure
6.5,2.5,0.26,500,pure
6.6,2.7,0.26,525,pure
6.7,2.9,0.26,550,pure
6.9,3.0,0.26,575,pure
7.1,3.2,0.26,600,pure
7.3,3.3,0.26,650,pure
7.5,3.4,0.26,700,pure
7.7,3.6,0.26,750,pure
7.9,3.8,0.26,775,pure
8.0,4.0,0.26,800,pure
8.1,4.2,0.26,850,pure
8.2,4.4,0.26,900,pure
8.3,4.6,0.26,950,pure
8.4,5.0,0.26,1000,pure
6.5,2.5,0.32,500,pure
6.6,2.7,0.32,525,pure
6.7,2.9,0.32,550,pure
6.9,3.0,0.32,575,pure
7.1,3.2,0.32,600,pure
7.3,3.3,0.32,650,pure
7.5,3.4,0.32,700,pure
7.7,3.6,0.32,750,pure
7.9,3.8,0.32,775,pure
8.0,4.0,0.32,800,pure
8.1,4.2,0.32,850,pure
8.2,4.4,0.32,900,pure
8.3,4.6,0.32,950,pure
8.4,5.0,0.32,1000,pure
6.5,2.5,0.40,500,pure
6.6,2.7,0.40,525,pure
6.7,2.9,0.40,550,pure
6.9,3.0,0.40,575,pure
7.1,3.2,0.40,600,pure
7.3,3.3,0.40,650,pure
7.5,3.4,0.40,700,pure
7.7,3.6,0.40,750,pure
7.9,3.8,0.40,775,pure
8.0,4.0,0.40,800,pure
8.1,4.2,0.40,850,pure
8.2,4.4,0.40,900,pure
8.3,4.6,0.40,950,pure
8.4,5.0,0.40,1000,pure
6.5,2.5,0.47,500,pure
6.6,2.7,0.47,525,pure
6.7,2.9,0.47,550,pure
6.9,3.0,0.47,575,pure
7.1,3.2,0.47,600,pure
7.3,3.3,0.47,650,pure
7.5,3.4,0.47,700,pure
7.7,3.6,0.47,750,pure
7.9,3.8,0.47,775,pure
8.0,4.0,0.47,800,pure
8.1,4.2,0.47,850,pure
8.2,4.4,0.47,900,pure
8.3,4.6,0.47,950,pure
8.4,5.0,0.47,1000,pure
6.5,2.5,0.57,500,pure
6.6,2.7,0.57,525,pure
6.7,2.9,0.57,550,pure
6.9,3.0,0.57,575,pure
7.1,3.2,0.57,600,pure
7.3,3.3,0.57,650,pure
7.5,3.4,0.57,700,pure
7.7,3.6,0.57,750,pure
7.9,3.8,0.57,775,pure
8.0,4.0,0.57,800,pure
8.1,4.2,0.57,850,pure
8.2,4.4,0.57,900,pure
8.3,4.6,0.57,950,pure
8.4,5.0,0.57,1000,pure
6.5,2.5,0.65,500,pure
6.6,2.7,0.65,525,pure
6.7,2.9,0.65,550,pure
6.9,3.0,0.65,575,pure
7.1,3.2,0.65,600,pure
7.3,3.3,0.65,650,pure
7.5,3.4,0.65,700,pure
7.7,3.6,0.65,750,pure
7.9,3.8,0.65,775,pure
8.0,4.0,0.65,800,pure
8.1,4.2,0.65,850,pure
8.2,4.4,0.65,900,pure
8.3,4.6,0.65,950,pure
8.4,5.0,0.65,1000,pure
6.5,2.5,0.75,500,pure
6.6,2.7,0.75,525,pure
6.7,2.9,0.75,550,pure
6.9,3.0,0.75,575,pure
7.1,3.2,0.75,600,pure
7.3,3.3,0.75,650,pure
7.5,3.4,0.75,700,pure
7.7,3.6,0.75,750,pure
7.9,3.8,0.75,775,pure
8.0,4.0,0.75,800,pure
8.1,4.2,0.75,850,pure
8.2,4.4,0.75,900,pure
8.3,4.6,0.75,950,pure
8.4,5.0,0.75,1000,pure
6.5,2.5,0.00,500,pure
6.6,2.7,0.01,500,pure
6.7,2.9,0.05,500,pure
6.9,3.0,0.10,500,pure
7.1,3.2,0.15,500,pure
7.3,3.3,0.20,500,pure
7.5,3.4,0.25,500,pure
7.7,3.6,0.30,500,pure
7.9,3.8,0.34,500,pure
8.0,4.0,0.42,500,pure
8.1,4.2,0.50,500,pure
8.2,4.4,0.56,500,pure
8.3,4.6,0.69,500,pure
8.4,5.0,0.75,500,pure
6.5,2.5,0.00,525,pure
6.6,2.7,0.01,525,pure
6.7,2.9,0.05,525,pure
6.9,3.0,0.10,525,pure
7.1,3.2,0.15,525,pure
7.3,3.3,0.20,525,pure
7.5,3.4,0.25,525,pure
7.7,3.6,0.30,525,pure
7.9,3.8,0.34,525,pure
8.0,4.0,0.42,525,pure
8.1,4.2,0.50,525,pure
8.2,4.4,0.56,525,pure
8.3,4.6,0.69,525,pure
8.4,5.0,0.75,525,pure
6.5,2.5,0.00,550,pure
6.6,2.7,0.01,550,pure
6.7,2.9,0.05,550,pure
6.9,3.0,0.10,550,pure
7.1,3.2,0.15,550,pure
7.3,3.3,0.20,550,pure
7.5,3.4,0.25,550,pure
7.7,3.6,0.30,550,pure
7.9,3.8,0.34,550,pure
8.0,4.0,0.42,550,pure
8.1,4.2,0.50,550,pure
8.2,4.4,0.56,550,pure
8.3,4.6,0.69,550,pure
8.4,5.0,0.75,550,pure
6.5,2.5,0.00,575,pure
6.6,2.7,0.01,575,pure
6.7,2.9,0.05,575,pure
6.9,3.0,0.10,575,pure
7.1,3.2,0.15,575,pure
7.3,3.3,0.20,575,pure
7.5,3.4,0.25,575,pure
7.7,3.6,0.30,575,pure
7.9,3.8,0.34,575,pure
8.0,4.0,0.42,575,pure
8.1,4.2,0.50,575,pure
8.2,4.4,0.56,575,pure
8.3,4.6,0.69,575,pure
8.4,5.0,0.75,575,pure
6.5,2.5,0.00,600,pure
6.6,2.7,0.01,600,pure
6.7,2.9,0.05,600,pure
6.9,3.0,0.10,600,pure
7.1,3.2,0.15,600,pure
7.3,3.3,0.20,600,pure
7.5,3.4,0.25,600,pure
7.7,3.6,0.30,600,pure
7.9,3.8,0.34,600,pure
8.0,4.0,0.42,600,pure
8.1,4.2,0.50,600,pure
8.2,4.4,0.56,600,pure
8.3,4.6,0.69,600,pure
8.4,5.0,0.75,600,pure
6.5,2.5,0.00,650,pure
6.6,2.7,0.01,650,pure
6.7,2.9,0.05,650,pure
6.9,3.0,0.10,650,pure
7.1,3.2,0.15,650,pure
7.3,3.3,0.20,650,pure
7.5,3.4,0.25,650,pure
7.7,3.6,0.30,650,pure
7.9,3.8,0.34,650,pure
8.0,4.0,0.42,650,pure
8.1,4.2,0.50,650,pure
8.2,4.4,0.56,650,pure
8.3,4.6,0.69,650,pure
8.4,5.0,0.75,650,pure
6.5,2.5,0.00,700,pure
6.6,2.7,0.01,700,pure
6.7,2.9,0.05,700,pure
6.9,3.0,0.10,700,pure
7.1,3.2,0.15,700,pure
7.3,3.3,0.20,700,pure
7.5,3.4,0.25,700,pure
